"Wind_direction","Humidity","Pressure ","Temperature"
"308.3","23.5","889.1","-0.4"
"311.3","23.4","888.8","-0.3"
"304.9","23.9","888.6","-0.6"
"293.1","23.7","888.4","-0.4"
"258.9","24.1","888.2","-0.7"
"270.6","24","888","-0.5"
"284.6","24.3","887.8","-0.6"
"274.2","24.3","887.7","-0.7"
"277.9","24","887.5","-0.5"
"293.4","24.4","887.3","-0.4"
"304.4","26","887.1","-0.3"
"305.5","26.6","887.1","-0.2"
"310.1","27.8","887","-0.1"
"308","28.1","886.9","-0.1"
"302.3","28","886.7","-0.3"
"299.3","28.7","886.6","-0.8"
"289.1","28.3","886.5","-1.1"
"285.3","28.4","886.3","-1.3"
"291.2","28.6","886.1","-1.1"
"277.8","28.4","886","-1"
"276.5","28.6","885.8","-1"
"274.5","28.7","885.6","-0.7"
"277.6","28.7","885.5","-0.7"
"279.4","29.2","885.3","-0.8"
"277.4","29.7","885.2","-0.8"
"284.8","30.3","885.1","-0.9"
"302.7","29.5","884.9","-0.4"
"298.8","28.4","884.8","-0.1"
"272","31.5","884.6","-1.4"
"288.1","31.8","884.4","-1.3"
"293.1","30.9","884.3","-0.8"
"264.3","31.3","884","-0.9"
"258.8","32","883.9","-1.1"
"265.9","31.9","883.7","-0.9"
"270.1","32.3","883.4","-1.1"
"278.7","31.9","883.3","-0.9"
"277","32.5","883.1","-1"
"277.7","32.6","882.9","-0.9"
"285.3","32.7","882.8","-1"
"276","32.3","882.6","-0.7"
"292.9","31.4","882.5","-0.2"
"297","31.6","882.5","-0.1"
"294.7","32.1","882.3","-0.2"
"293","31.9","882.3","0"
"292.9","32.6","882.2","-0.3"
"293.4","32.4","882.2","-0.2"
"290.5","32.1","882.2","-0.3"
"293.7","33.2","882.1","-0.8"
"298","32.6","881.9","-0.7"
"297.5","32.6","882.2","-0.9"
"295.5","33.1","883","-1.1"
"291.6","32.4","884.4","-0.9"
"295.3","31.6","887.6","-0.2"
"292.9","33.2","890.2","0"
"292.5","34.4","893.5","0.2"
"290.9","35.7","896.6","0.5"
"287.6","36.6","898.8","0.7"
"286.8","37.1","902.1","0.7"
"285.6","37.2","905","0.9"
"293.1","36.9","909.2","1.4"
"292.6","36.2","926.9","1.8"
"299.6","34.2","932.9","2.4"
"296.4","33.9","933.5","2.8"
"297.5","34.1","931.8","2.8"
"302.8","34.2","930.3","2.9"
"294.7","35.6","931.2","2.8"
"302.3","36","930","3"
"301.5","35.3","930.9","3.3"
"298.9","34.5","930.9","3.5"
"296.6","34.6","932.5","3.7"
"296.8","34.5","930.2","3.6"
"299.2","34","917.2","3.9"
"302.9","33.5","917.7","4.2"
"302.2","33.4","915.9","4.4"
"299.5","33.5","917","4.6"
"304.7","33.8","917.2","4.6"
"307.2","33.4","916.9","4.9"
"298.9","33.5","915.2","5"
"309.3","33.1","918.2","5.3"
"303.5","32.8","916.9","5.5"
"294.9","32.3","917.6","5.7"
"295.7","32.1","916.9","5.8"
"291.9","32.1","917.9","5.8"
"298.1","32","918.1","5.8"
"297.2","31.9","916.9","5.9"
"297.2","31.6","916.7","6.1"
"299.1","31.8","917","5.9"
"300.9","32","905.3","5.7"
"298.1","32.4","897.3","5.5"
"303.9","33.2","893.4","5.1"
"301","33.8","891.6","4.7"
"300.9","33.6","891","4.6"
"297","32","890.7","5.1"
"304.2","32.9","890.3","4.8"
"303.2","32.8","890.1","4.8"
"304.4","33.3","889.8","4.6"
"302.1","32.9","889.6","4.5"
"297.7","32.1","889.4","4.9"
"305","32.8","889.2","4.6"
"299.1","32.6","889","4.6"
"294.4","32","888.8","4.8"
"299","32","888.8","4.7"
"302.9","32.2","888.6","4.6"
"300.1","32.9","888.5","4.2"
"300.3","33.3","888.3","4"
"300.1","33.1","888.1","4.1"
"293.6","33.4","888","3.9"
"293.5","33.7","887.9","3.8"
"296.4","34","887.7","3.7"
"292.3","33.2","887.5","4.2"
"279.9","33.9","887.5","3.8"
"287.9","34.8","887.2","3.5"
"290.3","34.3","887.1","3.7"
"297.8","33.6","886.9","4.2"
"307.2","32.1","886.9","5.1"
"309.6","32.5","886.8","4.8"
"304.2","32.5","886.7","4.7"
"301.3","32","886.5","4.9"
"302.8","31.3","886.4","4.9"
"300.1","30.3","886.4","5.3"
"302.3","30.4","886.3","5.3"
"309.2","31.1","886.1","4.9"
"299.3","31.3","886","4.8"
"299.9","31.7","885.8","4.5"
"296.6","32","885.6","4.4"
"287.9","32.4","885.4","4.1"
"284.4","34","885.3","3.4"
"284.4","34.2","885.1","3.4"
"281.8","34.3","884.9","3.3"
"280.9","34.2","884.7","3.4"
"280.2","35.1","884.5","3"
"288.8","35.4","884.3","2.9"
"300.9","33.5","884.2","4.1"
"300.6","33.6","883.9","4.1"
"294.3","34","883.9","3.7"
"291.7","32.7","883.7","4"
"299.3","34.4","883.7","3.1"
"292","35.7","883.5","2.6"
"294.9","34.5","883.3","3.2"
"298","35.7","883.2","2.8"
"297.1","35.5","883.1","3"
"289.4","34.4","883","3.5"
"300.6","34.2","883","3.7"
"301.1","35.1","882.9","3.2"
"302.9","34.3","882.7","3.6"
"298.2","33","883.1","4.2"
"298.4","31.9","883.9","4.8"
"299.7","32.8","885.4","4.3"
"296.4","33.1","887.4","4.2"
"297.5","33.5","889.9","4.2"
"303.6","34.7","893","3.7"
"292.4","33.3","895.7","4.6"
"293.6","34.7","897.4","4.4"
"295.9","33.6","899.8","5.1"
"302.6","33.8","902.7","5.3"
"300.2","32.1","905.6","6"
"306.3","31.5","914","6.4"
"298.9","30.4","929.6","7.1"
"296.2","28.8","928.9","7.8"
"287.2","25.5","928.2","9.2"
"299.8","23.2","928.1","10.2"
"301.5","22","926.1","10.4"
"290.2","20.6","925.6","11.1"
"298.1","21.3","926.6","11"
"304","22.1","925.4","10.8"
"306.7","20.2","925.6","10.4"
"304.2","20.2","925.8","10.5"
"294.9","19.4","913.8","11.4"
"301.7","19.8","913","11.1"
"294.8","19.3","912.6","12.2"
"297.9","18.6","912.4","12.1"
"297.1","17.8","912","12.2"
"300.3","17","913.1","12.8"
"275","16.5","911.7","12.5"
"288","16.5","912.7","12.4"
"280.8","16.5","912.2","12.8"
"286.2","15.9","912.7","13"
"286.7","15.7","912.1","13.2"
"302.5","15.5","911.2","13.5"
"288.6","15.5","911.5","13.8"
"288.4","15.5","911.1","14"
"291.3","15","911.4","13.4"
"287.1","15","911.4","13.2"
"293.4","15.3","911.6","13.1"
"301.4","15.4","905.2","12.8"
"304.4","15.8","896.3","12.3"
"303.4","16.3","892.8","11.7"
"301.8","16.9","891.8","11.3"
"298.6","17","891.4","11.2"
"294.8","17.3","891.1","10.7"
"300.9","16.4","890.8","11"
"311.5","15.9","890.6","10.9"
"311.4","16.1","890.3","11"
"308.5","17","890.1","11"
"314.1","18.1","889.9","10.6"
"320.2","18.3","889.8","10.6"
"322","18.9","889.5","10.4"
"321.5","19.2","889.5","10.2"
"307.6","19.2","889.3","10.1"
"314.7","18.8","889.2","10.2"
"308.4","18.6","889","10.3"
"316.4","18.3","888.9","10.5"
"322.1","18.2","888.8","10.6"
"319.6","17.5","888.6","10.8"
"323.1","17.3","888.6","10.8"
"334.1","17.3","888.5","11"
"332.3","18.4","888.4","11"
"320.4","18.7","888.2","10.9"
"327.6","18.8","888.2","10.7"
"319.9","18.9","888","10.9"
"318.7","18.9","888","10.8"
"319.3","19.1","887.8","11"
"319.4","18.6","887.7","11.1"
"333.8","17.7","887.6","11.1"
"14.5","14.5","887.5","11.9"
"74.9","15.1","887.4","11.6"
"59","15.8","887.3","11.2"
"61.3","15.9","887.2","11.3"
"56.7","16","887.1","11.1"
"13","16.6","887","11"
"343.4","16.6","886.9","10.7"
"343.7","15.6","886.7","10.9"
"343.7","15.4","886.6","10.9"
"343.5","16.1","886.4","10.3"
"343","15.1","886.3","11.1"
"348.4","16.1","886.1","10.4"
"2.7","15.8","886.1","10.6"
"28.7","15.7","885.9","10.7"
"54.5","16.4","885.8","9.9"
"72.6","16.8","885.6","9.5"
"63.1","17.9","885.5","8.9"
"59.7","18.9","885.4","8.8"
"67.7","19.7","885.3","8.9"
"64.7","19.4","885.2","8.9"
"64.5","19.9","885.1","8.8"
"64.2","19.6","885","8.8"
"71.9","19.7","884.8","8.7"
"79.2","19.5","884.7","8.6"
"89.9","19.4","884.6","8.5"
"103.2","19.5","884.5","8.5"
"132.5","18.6","884.3","8.9"
"108.5","18.6","884.6","9"
"105.6","18.6","885.2","9.3"
"103.2","18.9","886.2","9.5"
"95.9","19","887.9","9.5"
"80.7","19.1","890","9.3"
"87.8","19.2","892.6","9.2"
"83.3","19.6","895","9.2"
"88","20.3","896.7","9.3"
"102.6","20.6","898.6","9.4"
"101.5","20.5","901.4","9.5"
"92.8","21","903.8","9.5"
"93.5","21.7","910","9.8"
"81.8","21.9","926.7","10.2"
"100.1","21.5","926.3","10.9"
"102.1","22.1","912.5","11"
"97.2","21.3","912.2","11.4"
"93.1","20.4","912.1","12.4"
"88.3","20.8","911.4","12"
"97","20.4","911.8","12.6"
"94.7","20.7","912.4","12.8"
"98","20.7","911.8","13.1"
"87.9","21","911.5","12.6"
"104.5","20.4","911.8","13.2"
"93.9","20.5","911.3","12.7"
"97.4","20.2","911.5","13.1"
"98.8","20.1","912.3","13.3"
"87.7","21","912.4","12.7"
"96.1","21.2","902.7","12.5"
"94.1","21.3","911.5","12.4"
"90.1","20.9","925","12.9"
"85.1","21","921.1","13"
"88","21.3","911.2","12.5"
"92.8","21","903.4","12.4"
"85.4","21.6","910.7","12.1"
"90.8","20.9","925.8","12.3"
"91.1","20.8","925.5","12.3"
"88.3","21.7","912.5","11.9"
"95.3","22.9","902.4","11.6"
"95.6","23.1","897.3","11.4"
"97.7","24.7","894","11"
"99.5","25.9","892.3","10.6"
"97.5","26.5","891.3","10.2"
"98.4","27.5","891","9.6"
"97.4","28.6","890.6","9.1"
"95.9","29.5","890.4","8.7"
"94.3","30.9","890.1","8.4"
"91.8","32","890","8"
"94.9","32.7","889.8","7.7"
"97.6","33.3","889.6","7.5"
"93.6","33.9","889.4","7.3"
"94.5","34.4","889.2","7.1"
"90.7","35.4","889.1","6.8"
"86.5","36.4","889","6.5"
"86.4","37.2","888.7","6.2"
"90.5","37","888.6","6.3"
"90.3","37.3","888.5","6.2"
"89.3","37.7","888.3","6"
"88.6","37.6","888.2","5.9"
"90","37.3","888","5.9"
"83.5","36.9","887.9","5.8"
"86.7","36.8","887.8","5.7"
"87.4","37.1","887.6","5.5"
"83.3","37.1","887.5","5.3"
"82.1","37.2","887.4","5.3"
"97.2","37.4","887.2","5.2"
"90.9","38.1","887.1","5"
"97.2","38.6","886.9","4.9"
"92.8","38.9","886.8","5"
"97.3","39.5","886.7","4.8"
"76.9","40.2","886.5","4.6"
"108.5","40.3","886.4","4.8"
"102.1","40.7","886.3","4.9"
"92.8","40.9","886.1","4.8"
"91.7","41.2","886","4.7"
"91.1","41.7","885.8","4.6"
"89.9","41.9","885.8","4.6"
"101.9","42.5","885.6","4.4"
"104.8","43.4","885.4","4.2"
"107.3","44.3","885.3","4.1"
"108.5","44.8","885.2","4"
"105.7","45.4","885","4"
"102","46.1","884.9","4"
"105.3","46.7","884.8","3.9"
"111.9","47.3","884.6","3.8"
"110","48.1","884.5","3.7"
"113.2","48.5","884.3","3.6"
"112.3","49.2","884.2","3.4"
"116.3","50","884.1","3.6"
"115","50.5","883.9","3.5"
"115.7","50.9","883.8","3.4"
"113.7","51.5","883.7","3.3"
"110.8","52.3","883.7","3"
"111.4","53","883.5","2.9"
"111.2","53","883.4","2.9"
"112.4","52.1","883.4","3"
"106","51.9","883.2","2.9"
"105","51.8","883.1","2.9"
"103","51.9","883.1","2.9"
"106.9","51.9","883.2","3"
"105.3","51.9","883.6","3"
"102.9","51.8","883.6","3.2"
"103.7","52.1","883.6","3.4"
"103","52.2","884.4","3.7"
"106","52.4","885.7","3.9"
"105.8","53","887.4","4.2"
"105.7","53.4","889.5","4.5"
"108.8","52.7","895.3","5.1"
"108.5","52.3","898.2","5.4"
"100.9","53.2","900","5.5"
"100","54.7","900.6","5.7"
"103.3","54.8","899.6","6.1"
"107.9","56.1","897.3","5.8"
"100.4","60.2","894.3","5.4"
"110.7","61.8","894.1","5.5"
"104.2","64.9","894.6","5.4"
"90","65.6","895.3","5.5"
"103.2","65.3","895.4","5.7"
"90.6","65.5","895.2","5.7"
"106","65","893.6","5.8"
"100.7","64.6","892.3","5.8"
"108.8","64.9","891.5","5.5"
"107.2","63.7","892.4","5.9"
"95.6","63.3","892.7","5.9"
"100.5","62.8","891.1","5.9"
"103.9","62.6","890.3","5.9"
"104.2","62","890.2","6.1"
"104","61.3","889.8","6.2"
"103.1","61.6","889.6","6"
"96.6","60.7","888.9","6.3"
"105.3","59.8","888","6.1"
"102.7","59.2","887.5","6.1"
"101.3","58.5","886.9","6"
"105.6","57.6","886.4","5.8"
"109.8","57.1","885.6","5.7"
"106.6","56.9","885.1","5.5"
"107.1","57.5","884.6","5.4"
"103.7","58","884.3","5.3"
"113.6","58.3","884.1","5.2"
"110.4","58.4","883.9","5.1"
"109.5","58.8","883.8","4.9"
"105.2","59.5","883.6","4.8"
"103.9","61.6","883.5","4.6"
"99.6","62.7","883.4","4.4"
"100.9","62.1","883.4","4.3"
"109.5","61.2","883.3","4.2"
"105.6","60.2","883.1","4.1"
"105.6","60.4","883.1","4"
"97.1","61.1","883.1","3.9"
"97.9","62.1","883","3.8"
"96.9","63.3","882.9","3.8"
"96.7","64.4","882.8","3.7"
"95.2","64.9","882.8","3.7"
"93.4","65.5","882.7","3.6"
"90.3","65.9","882.7","3.5"
"98.4","66.4","882.6","3.4"
"93.5","66.6","882.5","3.4"
"101","67","882.5","3.3"
"95.6","67.4","882.4","3.2"
"88.7","68","882.4","3.1"
"95.1","68.1","882.3","3.1"
"97.1","68.2","882.3","3.1"
"96.8","68.3","882.3","3.1"
"98.6","68.1","882.1","3.1"
"99.7","68.1","882.1","3"
"93.1","68.3","882.1","2.9"
"91.6","68.2","882","2.8"
"97.7","67.8","882","2.8"
"101.6","67.7","882","3"
"109.2","67.9","881.9","2.9"
"115.1","68.3","881.9","2.9"
"111.5","69.1","881.9","2.8"
"101.5","69.8","881.7","2.8"
"98.2","71.1","881.7","2.7"
"107","71.8","881.7","2.8"
"100.8","71.7","881.6","2.7"
"86.5","73","881.6","2.6"
"94.7","73.8","881.5","2.7"
"111.3","74","881.5","2.7"
"98.2","75","881.5","2.6"
"96.6","76.1","881.4","2.6"
"110.1","76.5","881.4","2.5"
"109.5","77.3","881.3","2.5"
"101.7","77.7","881.3","2.4"
"107.7","78.5","881.2","2.3"
"112.6","79.6","881.2","2.4"
"117.2","79.2","881.1","2.5"
"111.7","78.3","881.1","2.6"
"106.6","78","881.1","2.5"
"104.5","77.7","881","2.4"
"109.4","77.6","880.9","2.4"
"105.9","77.4","880.9","2.4"
"102.5","77.4","880.9","2.5"
"98.8","77.6","880.8","2.5"
"97.1","77.5","880.9","2.4"
"101.1","77.7","880.9","2.5"
"105.6","77.5","881","2.6"
"105.7","77.1","881.1","2.8"
"100","77.6","880.9","2.8"
"100.2","78.5","880.9","2.9"
"98.1","79.2","880.9","3"
"99.5","78.9","881.6","3.1"
"98.6","82.2","881.9","3.1"
"99.2","84.6","881.7","3"
"100.9","89.1","881.8","3.2"
"93.7","92.8","882.9","3.3"
"97.6","94.4","884","3.5"
"101.8","96.4","884.4","3.6"
"104.5","97.3","884.2","3.6"
"87.7","96.9","886.2","4"
"96","96.6","888.8","4.1"
"104.5","93.5","888.7","4.5"
"112","93.2","889.1","4.3"
"88","93.7","888.2","4.3"
"100.5","91.7","890.5","4.7"
"96.2","92.1","891.2","4.6"
"98.6","91.5","895.2","5"
"79.6","91.2","895.8","5"
"74","91.4","895.6","5.1"
"79.4","89.7","895.6","5.4"
"74","89.5","895.7","5.2"
"80.1","90.6","895.7","4.9"
"81.8","93.2","895","4.7"
"90.8","91.9","893.7","4.9"
"81.1","93.9","891.9","4.9"
"91.9","94.5","891.7","4.7"
"89.7","96.4","890.5","4.3"
"89.5","97","889.5","4.3"
"86.3","96.9","889.9","4.2"
"102.1","97","888.2","4.1"
"92.9","98.7","887.3","4"
"106.2","98.7","886.6","3.9"
"101.9","98.6","885.9","3.6"
"97.5","98.7","885.3","3.4"
"92.5","98.9","884.7","3.3"
"97.9","99.3","884.2","3.2"
"97.8","98.9","883.7","3.1"
"92.3","98.1","883.2","3"
"86.8","97.5","882.8","2.9"
"97.5","97.2","882.4","2.9"
"103.4","96.7","882.1","2.8"
"109.4","96.8","881.8","2.8"
"109.8","97.2","881.5","2.8"
"103","97.7","881.3","2.8"
"107.9","97.9","881.1","2.8"
"100.6","98.2","880.9","2.8"
"82.8","98.4","880.8","2.8"
"90.9","98.8","880.7","2.9"
"91.1","99.1","880.6","2.9"
"93.9","99.3","880.5","2.9"
"88.8","99.3","880.5","3"
"88.6","99.3","880.4","3.1"
"89.8","99.3","880.4","3.1"
"91.4","99.3","880.3","3.1"
"95.6","99.3","880.2","3.1"
"91.5","99.3","880.2","3.1"
"92","99.3","880.2","3.2"
"96.4","99.3","880.1","3.2"
"98.5","99.3","880.1","3.2"
"103.2","99.3","880","3.2"
"100.2","94.7","880","3.1"
"98.9","89.2","880","3"
"102.2","86.1","879.9","3"
"105.7","84.8","879.9","2.9"
"103.4","83.8","879.8","2.8"
"104.6","83.3","879.8","2.7"
"112.3","82.5","879.7","2.6"
"107.8","82.5","879.7","2.6"
"105.6","81.6","879.6","2.5"
"105.4","80.9","879.5","2.4"
"101.4","80.8","879.6","2.4"
"97.9","80.3","879.4","2.4"
"101.8","78.9","879.4","2.4"
"101.7","78.9","879.3","2.3"
"107.2","78.9","879.3","2.3"
"106.8","78.4","879.2","2.3"
"104.1","78.4","879.1","2.2"
"105.6","78.5","879.1","2.2"
"98.4","78.7","879","2.1"
"101.2","79.2","879","2.1"
"104.3","79.6","878.9","2.1"
"111.3","80","878.9","2.1"
"107.3","80.5","878.8","2.1"
"109.5","80.8","878.7","2"
"105.7","81.1","878.7","2"
"105","82.5","878.8","1.9"
"102","85.4","878.6","2"
"98.6","89.2","878.6","2"
"104.9","90.9","878.5","2"
"96.6","90.3","878.4","1.9"
"101.4","94.1","878.4","1.8"
"97.3","96.6","878.2","1.7"
"94.5","99.3","878.2","1.7"
"94.7","99.3","878.2","1.7"
"106.5","99.3","878.1","1.7"
"105","99.3","878.1","1.4"
"111.8","99.3","878.1","1.2"
"112","99.3","878","1"
"100.2","99.3","878.1","1"
"101.5","99.3","878","1"
"111.8","99.3","877.9","1"
"123.7","99.3","877.8","0.9"
"115.9","99.3","877.8","0.9"
"90","99.3","877.8","1"
"103.2","99.3","877.7","1.1"
"115.7","99.3","877.6","1.1"
"130.8","99.3","877.6","1.2"
"196.2","99.3","877.6","1.2"
"262.9","99.3","877.7","1"
"260.9","99.3","877.5","1"
"272.3","99.3","877.8","1.3"
"285.4","99.3","877.8","1.2"
"291.3","99.3","877.5","1.3"
"290.1","99.3","877.3","1.5"
"292.3","99.3","877.2","1.8"
"288.3","99.3","877.2","1.9"
"284","99.3","877.1","1.9"
"292.3","99.3","877.1","2"
"294.8","99.3","877.1","2"
"293.3","99.3","877.1","2.1"
"298.6","99.3","877.1","2"
"298.7","99.3","876.9","2.2"
"290.9","99.3","876.8","2.3"
"292.5","99.3","876.7","2.4"
"291.4","99.3","876.7","2.2"
"286.6","99.3","876.7","1.6"
"290.7","99.3","876.6","1.3"
"287.7","99.3","876.6","0.6"
"291.5","99.3","876.5","0.2"
"293.6","99.3","876.4","0.1"
"287.1","99.3","876.4","0"
"290.7","99.3","876.3","-0.1"
"289.4","99.3","876.2","-0.4"
"292.3","99.3","876.1","-0.6"
"290.6","99.3","876","-0.7"
"292.5","99.3","875.9","-0.9"
"292","99.3","875.8","-1"
"290.2","99.3","875.8","-1.1"
"289.6","99.3","875.7","-1.2"
"294.3","99.3","875.6","-1.3"
"290.8","99.3","875.5","-1.3"
"289.4","99.3","875.4","-1.3"
"290.2","99.3","875.4","-1.4"
"295.1","99.3","875.3","-1.5"
"292.2","99.3","875.3","-1.6"
"293.9","99.3","875.1","-1.6"
"297.5","99.3","875.1","-1.7"
"291.6","99.4","875","-1.8"
"296","99.4","874.9","-2"
"293.3","99.4","874.9","-1.9"
"294.2","99.4","874.8","-2"
"293.4","99.4","874.8","-2.1"
"291.5","99.4","874.7","-2.2"
"293.8","99.4","874.6","-2.3"
"289.2","99.4","874.6","-2.4"
"296.7","99.4","874.4","-2.4"
"301.4","99.4","874.3","-2.5"
"298","99.4","874.3","-2.6"
"293.2","99.3","874.3","-2.5"
"298","99.4","874.1","-2.5"
"298.3","99.4","874","-2.4"
"298.4","99.3","874","-2.4"
"294.4","99.4","873.9","-2.5"
"291.4","99.3","873.8","-2.8"
"297.5","99.3","873.8","-2.8"
"294.4","99.4","873.7","-2.9"
"295","99.3","873.6","-2.8"
"298","99.3","873.6","-2.8"
"295.4","99.4","873.5","-2.8"
"294.8","99.3","873.4","-2.9"
"298.4","99.3","873.4","-2.9"
"297.4","97.5","873.3","-2.8"
"290.4","97.9","873.3","-3"
"297.4","96.1","873.2","-3"
"297.8","94.8","873.2","-3"
"295.4","91.3","873","-2.9"
"292.6","87","873","-2.8"
"291.8","80.9","872.9","-2.7"
"294.4","80.8","872.9","-2.8"
"296.6","80.4","872.9","-2.9"
"295.3","80.5","872.8","-3.1"
"297.9","79.4","872.7","-3.2"
"293.8","79.3","872.6","-3.3"
"295.6","79","872.5","-3.4"
"295.3","78.1","872.4","-3.4"
"300.7","77.1","872.7","-3.4"
"298.2","76.2","872.8","-3.4"
"300.9","74.7","872.9","-3.4"
"298.6","74.4","873.1","-3.4"
"297","73.5","874.1","-3.4"
"295.1","72.7","876.4","-3.3"
"295.8","72.9","883.6","-3.2"
"295.9","72.4","886","-3.1"
"304","71.5","887.6","-3"
"299.5","72.3","887.4","-3"
"292.7","70.5","886.7","-3.1"
"298.3","68","892.4","-3.1"
"301.6","68.8","890.8","-3"
"292","70","886.7","-3"
"297.2","68.2","884.5","-3.4"
"295.1","68.6","884.1","-3.4"
"293.3","68.8","884.1","-3.3"
"293.1","68.2","885","-3.2"
"293.4","66.9","885.7","-3.2"
"297.8","66.6","884.5","-3.2"
"293.3","66.2","882.7","-3.2"
"298.8","66.8","882.1","-3.2"
"294.9","66.4","880.6","-3.3"
"296.5","66.4","880.6","-3.3"
"296.2","71.2","880","-3.6"
"295.5","74.4","880.3","-3.9"
"294.3","75.5","882.9","-3.8"
"294.8","72.6","888.3","-3.3"
"290.4","71.8","885.6","-3.4"
"296.8","71.3","884","-3.4"
"294.3","78.5","881.3","-3.7"
"289","83.1","879.6","-4"
"289.9","82.4","878.5","-4"
"295.6","73","877.8","-3.4"
"299","67.3","877.2","-3.1"
"298.5","65.7","876.6","-3.1"
"293.9","63.5","876.1","-3.1"
"296.4","56.1","875.6","-3.1"
"290.5","54.6","875.1","-3.1"
"290.1","54","874.5","-3.2"
"302","54.8","874","-3.3"
"295.9","54.2","873.5","-3.3"
"302.9","53","873.3","-3.3"
"296.2","53.1","873","-3.4"
"300.4","52.1","872.9","-3.4"
"297","51.4","872.6","-3.5"
"304.7","51.6","872.5","-3.4"
"300.1","50.5","872.4","-3.5"
"299.2","49.7","872.3","-3.6"
"301.1","48.9","872.2","-3.6"
"296.7","48.8","872.1","-3.7"
"302.6","49","872.1","-3.8"
"298.8","48.4","871.9","-3.8"
"298.5","48.8","871.9","-3.9"
"295.3","48.3","871.8","-3.9"
"298.4","48.2","871.7","-4"
"301","47.9","871.6","-4"
"303.1","48.1","871.5","-4"
"299.8","48.1","871.5","-4.1"
"299.2","48.5","871.4","-4.2"
"300.2","48.1","871.3","-4.2"
"300.2","47.2","871.3","-4.2"
"301.8","47.3","871.2","-4.4"
"303.7","47.2","871.1","-4.5"
"298.6","46","871","-4.5"
"299.4","45.5","871","-4.6"
"305.2","45.1","870.9","-4.7"
"301","45.2","870.8","-4.9"
"299.6","44.2","870.8","-5"
"300.1","43.3","870.7","-5.1"
"292","44.2","870.6","-5.3"
"301","43.8","870.5","-5.4"
"299.7","42.6","870.4","-5.6"
"297.2","41.9","870.3","-5.7"
"299.4","42.5","870.2","-5.8"
"299.6","42.4","870.1","-5.9"
"295.3","42.4","870","-6"
"294.7","42.2","870","-6"
"300.7","43.5","869.8","-6.1"
"300.8","44.1","869.7","-6.2"
"296.8","43.8","869.7","-6.3"
"304.2","44.3","869.6","-6.5"
"292.8","44.5","869.5","-6.6"
"293.3","45","869.4","-6.6"
"298.5","45.4","869.3","-6.7"
"293.8","46.5","869.2","-6.8"
"295.2","47.5","869.2","-7"
"297","46.7","869","-7.2"
"300.1","46.2","869","-7.4"
"299","45","868.8","-7.4"
"297.2","44.8","868.7","-7.4"
"290.5","45.2","868.7","-7.5"
"295.1","46.2","868.5","-7.7"
"298.7","45.7","868.4","-7.8"
"296.4","46.1","868.3","-7.8"
"294.2","45.6","868.1","-7.8"
"300.7","44.9","868.4","-7.8"
"295.1","45.5","868.6","-7.8"
"294.9","45.1","869.2","-7.8"
"296.2","44.3","869.5","-7.7"
"298.1","42.4","869.7","-7.6"
"301.7","42.9","871.2","-7.7"
"296.7","42.3","872.9","-7.6"
"301.9","42.6","874.2","-7.5"
"301.1","42.5","873.9","-7.6"
"302.3","42.7","873.2","-7.5"
"303","42.4","876.1","-7.3"
"297.3","42.9","878.2","-7.2"
"299.2","42.3","882.2","-7.1"
"295","41.6","882.2","-7.1"
"297.4","41.7","884.2","-7.1"
"295.4","40.6","885.8","-7"
"298.4","40.5","887.2","-6.8"
"300.7","38.6","890.1","-6.2"
"300.1","36.4","890.9","-6.2"
"291.4","35.6","891.9","-6"
"298.9","34.9","891.8","-6.1"
"298.4","35.1","895.6","-5.5"
"298.3","35.1","900.4","-5"
"292.6","35.7","897.1","-5.1"
"298.9","33.1","897.8","-5.3"
"299.4","34.2","896.6","-4.8"
"302.6","34.1","893.3","-4.9"
"308.5","34.8","896","-4.9"
"298.7","36.2","896.9","-4.8"
"288","35.1","898.5","-4.6"
"292.1","36.7","897.1","-4.9"
"290.9","37.7","900.2","-4.6"
"296.8","36.5","896.7","-4.8"
"294.8","33.5","900.2","-4.5"
"302","32.9","894.5","-4.9"
"294.8","34.2","898.1","-4.6"
"296.8","37.8","896.5","-4.6"
"295.3","40.4","896.8","-4.6"
"299.5","42.6","889.6","-4.9"
"297.7","44","886.1","-5.1"
"288.4","45.5","884.8","-5.2"
"288.7","44.9","883.9","-5.2"
"292.4","45","883","-5.3"
"295.6","45.1","882.6","-5.4"
"290.2","45.7","882.3","-5.5"
"293.1","46","881.9","-5.6"
"297.6","46.1","881.6","-5.7"
"297.1","44.7","881.3","-5.6"
"298.1","45.4","881.1","-5.8"
"296.6","44.7","880.9","-5.6"
"300.7","45.2","880.7","-5.8"
"302.3","43.7","880.5","-5.4"
"305.6","45.4","880.3","-5.7"
"301.2","46.7","880.1","-6.1"
"298.6","46.8","879.9","-6"
"298.4","47.4","879.8","-6.2"
"299.1","46.6","879.6","-6.2"
"296.6","46","879.5","-6.1"
"297","45.5","879.2","-6.1"
"298.9","44.7","879.1","-6"
"298.4","44.4","879","-6"
"297.4","46.2","878.8","-6.4"
"297.1","47.4","878.7","-6.3"
"296.1","47.8","878.6","-6.2"
"296.3","48.3","878.4","-6.3"
"293.6","49","878.2","-6.3"
"289.5","50.9","878","-6.5"
"291.4","52.2","878","-6.8"
"290.3","53.3","877.7","-7"
"293.1","52.2","877.6","-7"
"288.3","49.8","877.4","-6.8"
"289.4","49.5","877.2","-6.9"
"286.5","47.8","877","-6.8"
"283","47.8","876.9","-7"
"286.6","46","876.8","-6.9"
