"Wind_direction","Humidity","Pressure ","Temperature"
"97.4","46","888.7","-0.9"
"101.9","46.8","888.5","-1"
"100.8","47.7","888.2","-1.3"
"103.1","46.7","888","-1.5"
"101.4","48","887.7","-1.7"
"93.9","49.6","887.6","-2"
"96.7","51.6","887.3","-2.1"
"93.7","53","887","-2.3"
"101.5","54.2","886.8","-2.4"
"102.5","56","886.6","-2.5"
"103.9","60.4","886.4","-2.7"
"99.2","66.5","886.1","-3.2"
"98.4","69.9","885.9","-3.5"
"105.2","73.8","885.6","-3.9"
"96.2","76.9","885.4","-4.1"
"99.1","79.5","885.1","-4.4"
"90.2","82.3","884.8","-4.6"
"94.4","84","884.5","-4.8"
"98.7","86.3","884.4","-4.9"
"97.1","88.1","884.1","-5.1"
"101.9","90.3","883.9","-5.3"
"100.4","91.9","883.5","-5.5"
"93.2","93.3","883.4","-5.6"
"102.8","95.4","883","-5.9"
"101.1","96.8","882.7","-5.9"
"104.8","98.1","882.4","-6"
"102.7","99.3","882.2","-6.1"
"96.1","99.3","881.9","-6.2"
"98.4","99.3","881.7","-6.3"
"102.8","99.3","881.4","-6.5"
"99.7","99.3","881.2","-6.6"
"94.8","99.3","880.9","-6.6"
"92.5","99.3","880.7","-6.6"
"95.8","99.3","880.5","-6.6"
"93.4","99.3","880.3","-6.5"
"93.9","99.3","880.2","-6.6"
"93.2","99.3","880.1","-6.6"
"100.5","99.3","879.9","-6.6"
"103.4","99.3","879.9","-6.7"
"97.5","99.3","879.8","-6.7"
"99.9","99.3","879.6","-6.7"
"99.1","99.3","879.6","-6.7"
"99.6","99.3","879.5","-6.8"
"97.7","99.3","879.4","-6.8"
"96","99.3","879.4","-6.9"
"92.4","99.3","879.2","-6.9"
"88.5","99.3","879.2","-6.8"
"93","99.3","879.2","-6.9"
"93.1","99.3","879.1","-6.8"
"93.2","99.3","879.1","-6.9"
"94.5","99.3","879.1","-6.9"
"95.3","99.3","879.1","-6.8"
"92.3","99.3","879","-6.9"
"88","99.3","879","-6.9"
"93.6","99.3","878.8","-7"
"88.4","99.3","878.8","-6.9"
"86.6","99.3","878.8","-6.9"
"91.7","99.3","878.6","-6.9"
"96.3","99.3","878.6","-6.9"
"91.5","99.3","878.5","-6.9"
"94.4","99.3","878.6","-6.8"
"93.3","99.3","878.6","-6.9"
"86.9","99.3","878.4","-7"
"94.2","99.3","878.4","-7.1"
"97.4","99.3","878.4","-7.2"
"98.9","99.3","878.5","-7.2"
"105.2","99.3","878.6","-7.3"
"94","99.3","878.5","-7.3"
"100.7","99.3","878.4","-7.2"
"94.3","99.3","878.3","-7.2"
"86.9","99.3","878.2","-7.2"
"84.2","99.3","878.1","-7.1"
"84.5","99.3","878.1","-7.2"
"90.5","99.3","878.1","-7.3"
"80.4","99.3","878","-7.2"
"83.5","99.3","878","-7.4"
"77.3","99.3","877.9","-7.3"
"79.8","99.3","877.9","-7.4"
"82.7","99.3","877.7","-7.3"
"86","99.3","877.6","-7.5"
"84.2","99.3","877.6","-7.4"
"82.4","99.3","877.5","-7.5"
"85.6","99.3","877.5","-7.5"
"89.3","99.3","877.5","-7.5"
"100.5","99.3","877.4","-7.5"
"100.1","99.3","877.3","-7.7"
"99.5","99.3","877.2","-7.7"
"97","99.3","877.1","-7.7"
"96","99.3","877","-7.7"
"87.8","99.3","877","-7.8"
"94.9","99.3","876.9","-7.7"
"100.7","99.3","876.9","-7.7"
"103.1","99.3","876.8","-7.7"
"100.3","99.3","876.7","-7.7"
"96.5","99.3","876.6","-7.6"
"100","99.3","876.6","-7.6"
"105","99.3","876.6","-7.7"
"107.5","99.3","876.5","-7.8"
"107.8","99.3","876.5","-7.8"
"103.1","99.3","876.4","-7.8"
"104.4","99.3","876.4","-7.7"
"106","99.3","876.2","-7.7"
"101.9","99.3","876.2","-7.7"
"95.9","99.3","876.2","-7.6"
"99.4","99.3","876.1","-7.8"
"102","99.3","876","-7.7"
"96.9","99.3","875.9","-7.7"
"96.4","99.3","875.9","-7.8"
"92.3","99.3","875.8","-7.8"
"94.6","99.3","875.8","-7.8"
"103","99.3","875.8","-7.8"
"103.4","99.3","875.7","-7.8"
"107.2","99.3","875.6","-7.8"
"110.2","99.3","875.5","-7.7"
"121.1","99.3","875.5","-7.7"
"118.5","99.3","875.4","-7.7"
"117.2","99.3","875.4","-7.6"
"117.1","99.3","875.3","-7.6"
"116","99.3","875.3","-7.7"
"115.2","99.3","875.3","-7.6"
"114.2","99.3","875.2","-7.6"
"114.2","99.3","875.1","-7.6"
"112.1","99.3","875","-7.5"
"99.5","99.3","875","-7.5"
"101.8","99.3","874.9","-7.5"
"131.9","99.3","874.9","-7.5"
"134.9","99.3","874.9","-7.5"
"135.1","99.3","874.8","-7.4"
"135.2","99.3","874.7","-7.4"
"135.2","99.3","874.7","-7.4"
"135.2","99.3","874.7","-7.4"
"135.2","99.3","874.6","-7.3"
"135.2","99.3","874.6","-7.3"
"135.2","99.3","874.5","-7.2"
"135.3","99.3","874.5","-7.2"
"135.3","99.3","874.4","-7.2"
"135.3","99.3","874.4","-7.3"
"150.9","99.3","874.3","-7.3"
"298.1","99.3","874.3","-7.3"
"302.3","99.3","874.2","-7.2"
"304.1","99.3","874.2","-7.1"
"300.4","99.3","874.2","-7.1"
"301.3","99.3","874.1","-7"
"298.9","99.3","874","-7"
"303","99.3","874","-6.9"
"296.7","99.3","874","-6.8"
"299.9","99.3","874","-6.6"
"297.6","99.3","873.9","-6.4"
"298.2","99.3","873.9","-6.5"
"299.2","99.3","873.9","-6.6"
"302.2","99.3","873.9","-6.5"
"301","99.3","873.8","-6.5"
"303","99.3","873.7","-6.3"
"300.9","99.3","873.7","-6.2"
"294.6","99.3","873.8","-6"
"292.2","99.3","873.9","-5.9"
"294.1","99.3","874","-5.8"
"291.7","99.3","874.2","-5.7"
"288.5","99.3","874.2","-5.7"
"296.7","99.3","874.3","-5.7"
"298.5","99.3","874.6","-5.9"
"298.1","99.3","875.7","-5.8"
"293.8","99.3","875.1","-5.9"
"286.3","99.3","876.1","-5.9"
"293.9","99.4","878","-5.7"
"287.6","96.7","877.1","-5.6"
"287.1","92.4","878.7","-5.2"
"291","81.1","878.2","-4.9"
"288","78.9","876.2","-5.1"
"291.8","78.5","877.1","-5.1"
"281.6","84.4","879","-5"
"284.3","91.3","883.8","-5.2"
"285.3","92","882.6","-5.4"
"283.4","89.8","885.7","-5"
"283.1","84.5","883.6","-4.7"
"292.7","74.7","884.7","-4.3"
"292.9","62.7","885.6","-4.3"
"289.8","51.2","886","-4"
"296.7","45.8","888.1","-3.9"
"289.5","46.3","887.8","-3.7"
"297","40.1","889.7","-3.7"
"300.5","35.2","894.8","-3.3"
"301.9","33.9","897.2","-3.1"
"292.7","37.8","891.6","-3.2"
"292.9","47.2","890.9","-3.3"
"296","47.8","888","-3.3"
"291.7","45.5","889.3","-3.3"
"295.9","47.1","888.1","-3.3"
"302.7","54.9","885.6","-3.5"
"287.8","55.2","888.6","-3.4"
"302.8","56.3","887","-3.6"
"295.1","58.8","885.1","-3.8"
"299.9","59.8","882.9","-4.1"
"288.8","61.1","881.8","-4.2"
"288","65.7","881.1","-4.6"
"294.3","69.6","880.3","-4.7"
"296.8","74","879.7","-5"
"296.1","74.6","879","-5.2"
"294.5","72.9","878.3","-5.2"
"292.6","71.2","877.7","-5.3"
"297.2","68.4","877.1","-5.2"
"295.2","64.9","876.6","-5.1"
"289.4","62.5","876.1","-5.1"
"288.9","67.7","875.7","-5.5"
"289","67.5","875.3","-5.6"
"289.8","66.3","875","-5.6"
"295.6","66.2","874.8","-5.6"
"295.5","65.6","874.5","-5.9"
"303.8","63.4","874.3","-6"
"296.2","59.9","874.1","-5.9"
"293.5","58.3","874","-5.8"
"297.3","57.6","873.8","-5.8"
"297","57.6","873.7","-5.8"
"297.9","55.1","873.7","-5.8"
"298.5","54.8","873.6","-5.8"
"296.1","58.1","873.5","-6.4"
"292.4","67.2","873.5","-6.1"
"294.6","67.8","873.3","-6.3"
"291.1","69.6","873.3","-6.3"
"293.7","72.3","873.2","-6.2"
"292.3","72","873.1","-6.4"
"296.8","62.4","873.1","-6.3"
"300.1","54.5","873.1","-6.4"
"296.3","50.9","873","-6.3"
"299.4","51.2","872.9","-6.4"
"298.2","53.3","872.8","-6.5"
"293.9","53.8","872.7","-6.6"
"297.7","55.7","872.7","-7.1"
"298.7","54.5","872.5","-6.9"
"299.8","50.9","872.5","-7"
"301.1","49.6","872.4","-6.9"
"301.7","56.9","872.4","-7"
"297.8","57.5","872.2","-7.1"
"293.4","57.5","872.2","-7.5"
"296.6","58","872.1","-7.7"
"301.4","55.2","872","-7.5"
"299.9","59","871.9","-7.7"
"297.4","60.2","871.8","-7.9"
"299.3","61.8","871.7","-8.1"
"296.8","65.8","871.6","-8"
"294.2","60.2","871.6","-7.9"
"294.3","60.4","871.4","-8.1"
"298.3","59.2","871.4","-8.4"
"296.8","51.9","871.3","-8.1"
"294.1","57.4","871.3","-7.8"
"299.1","56.9","871.2","-8"
"305.6","63.4","871.1","-8.5"
"302.3","62.7","870.9","-8.7"
"298.6","58.5","871.2","-8"
"286.2","57","872.3","-8"
"288.8","64.4","874.4","-7.9"
"282.4","68.2","877.7","-7.9"
"287.5","61.2","882.7","-7.3"
"290.9","55.2","887.2","-7"
"292.5","54.4","890.9","-6.4"
"298.4","56","893.2","-6.2"
"293.2","51.7","895.2","-6.1"
"294.3","51.7","895.9","-5.6"
"295.4","50.6","897.7","-5.5"
"287.5","44.6","898.4","-5.5"
"298.5","44.1","899","-5.2"
"299.9","44.8","899.5","-4.8"
"294.8","40.9","901","-4.2"
"289.1","38.2","902.8","-4.1"
"297.4","37.9","904.2","-3.4"
"294.5","37.2","902.1","-3.1"
"284.8","35","901.6","-3.5"
"286.3","34.1","907.8","-3"
"297.1","32.8","909.1","-2.6"
"294","32.6","911","-2.2"
"297","32","912.5","-2"
"284.4","33.1","904.6","-2.3"
"283.5","31.8","902.6","-2.4"
"296.2","28.5","911","-1.4"
"289","27.1","936.5","-1.4"
"291.4","27.5","928.6","-1.2"
"295","27","921.9","-1.4"
"296","27.8","933.4","-1.6"
"290.7","28.6","924.9","-1.1"
"289.6","30.6","929.5","-1"
"295.4","28.8","921.1","-1"
"300.5","28.6","928","-0.9"
"295.9","28.2","904.3","-1.2"
"296.2","28.3","905","-1.2"
"300.1","29.1","901.7","-1.2"
"297.1","29.6","895.4","-1.5"
"296.8","29.9","892.4","-1.8"
"302.2","30.9","890.9","-2.2"
"297","30.9","890","-2.2"
"294.3","31.9","889.3","-2.6"
"283","32.4","889","-2.8"
"287.5","30","888.7","-3"
"289","27.7","888.3","-3.2"
"282.6","26.5","888","-3.3"
"286.8","26.4","887.8","-3.5"
"290","26.6","887.5","-3.7"
"293.2","28","887.3","-4"
"297.2","29.1","887","-4"
"297","30.5","886.8","-4.2"
"294.4","30.9","886.6","-4.2"
"298.2","32.1","886.5","-4.3"
"297.1","33.6","886.3","-4.5"
"297.3","34.3","886.1","-4.4"
"292","36.1","885.9","-4.5"
"297.6","38","885.8","-4.6"
"297.5","38.1","885.6","-4.5"
"295.8","37.5","885.5","-4.1"
"299.9","38.1","885.4","-4.3"
"295.8","38.8","885.3","-4.5"
"294.1","38.9","885","-4.5"
"295.9","38.9","885","-4.4"
"295.2","40.1","884.9","-4.8"
"298.1","41.4","884.7","-5.1"
"295.6","41.3","884.5","-4.8"
"297.4","41.5","884.5","-4.7"
"297.6","42","884.3","-4.8"
"296.7","42.5","884.2","-5.1"
"299.9","43","884","-5.3"
"302.6","43","883.9","-5.4"
"301.2","43.2","883.8","-5.4"
"296.3","43.2","883.6","-5.5"
"291.1","43.3","883.5","-5.6"
"296.2","43.1","883.4","-5.6"
"295.5","42.3","883.3","-5.4"
"297.9","41.6","883.1","-5.3"
"294.8","41.4","883","-5.4"
"294.1","42.1","882.9","-5.6"
"292.2","41.5","882.7","-5.4"
"297.2","42.9","882.7","-5.9"
"290.2","42.5","882.5","-5.7"
"297.7","43.8","882.4","-6"
"299.4","42.8","882.3","-5.8"
"297.9","41.5","882.2","-5.3"
"298.8","42.3","882.1","-5.6"
"299.2","42.7","882","-5.8"
"298.3","43.3","881.9","-5.8"
"297.3","44.2","881.8","-6.1"
"300.4","44.3","881.7","-6.2"
"299.8","45.1","881.5","-6.3"
"298.9","46.6","881.4","-6.6"
"299.1","46.4","881.3","-6.4"
"298.5","46.6","881.3","-6.5"
"295.3","47.6","881.2","-6.6"
"296.6","48.7","880.9","-7.1"
"293.4","49.9","881.3","-7.4"
"292.8","47.9","882.2","-6.9"
"291.4","46","884","-6.1"
"295.6","44.9","886.2","-5.8"
"296","44.7","888.8","-5.7"
"286.2","43","891.5","-5.1"
"291.4","43.4","894.4","-5"
"277.1","43.3","896.9","-4.8"
"291.6","42.8","899.7","-4.5"
"269.1","41.9","903.2","-4"
"279.7","38.3","910.9","-3.4"
"279.5","35.8","935.7","-2.7"
"281.7","34.8","935.8","-2.2"
"272.9","34.6","920.7","-1.6"
"285.2","34.9","921.5","-1.5"
"286.2","31.2","920.6","-0.7"
"290.6","29.4","923.3","-0.7"
"295.8","28.9","920.7","-0.5"
"292.2","28.3","920.6","0.3"
"274.6","28.2","933.3","0.2"
"279.5","26.6","929","0.5"
"273.4","26","930.2","1.3"
"301.2","25.1","933.1","1.1"
"300.9","23.7","932","1.5"
"268.7","22.9","931.8","2.4"
"286.4","22.1","931.4","1.9"
"283.3","21.3","931.2","2.5"
"290.2","20.6","930.8","2.9"
"268.2","21.1","931","3.4"
"291.1","20.2","931.7","3.7"
"298","19.6","930.3","3.1"
"293","21.1","931.7","3.5"
"300.1","20.7","931.3","3.7"
"295.2","19.9","930.2","3.7"
"284.3","21.1","930.2","3.4"
"313.7","20.9","931.1","3.6"
"290.9","20.1","931.1","3.5"
"299.6","19.3","931.3","3.2"
"303.3","20.4","902.3","3.1"
"305.6","20.3","896.9","2.7"
"303.4","20.8","893.1","2.4"
"305.2","22.1","891.3","1.7"
"308.4","22.1","890.7","1.6"
"312.1","22.2","890.2","1.5"
"302.3","22.4","889.8","1.6"
"300.6","22.2","889.6","1.4"
"305","22.5","889.2","1.2"
"312.5","22.9","889","1.2"
"317.5","22.6","888.8","1.4"
"317.5","22.3","888.6","1.5"
"311.5","22.2","888.4","1.3"
"309.7","21.5","888.2","1.4"
"304.6","21.7","888","1.3"
"324.1","22.9","887.8","0.3"
"250.5","23.9","887.7","0.1"
"178.9","23.4","887.4","0.3"
"184.9","25.7","887.2","-0.7"
"98.1","28.1","887","-0.3"
"85.5","32.9","886.7","0.4"
"84.6","30.8","886.6","0.4"
"84.4","30.1","886.5","-0.2"
"75.4","32.8","886.3","0.3"
"75.2","31.8","886.2","0.2"
"69.1","32.4","886","0"
"69.1","32.8","885.9","0.1"
"50.2","33.8","885.8","0.1"
"79.1","33.6","885.6","0.1"
"46.4","34.7","885.5","-0.1"
"22","28.9","885.5","0.4"
"21.8","28.8","885.4","0.5"
"7.5","32.4","885.2","0"
"69.9","34.1","885.1","-0.4"
"95.5","32.7","884.9","-0.2"
"94.9","33.4","884.8","-0.4"
"94.9","33.9","884.7","-0.7"
"23.5","33.2","884.6","-0.8"
"345.5","29.5","884.4","-0.6"
"349.9","28.6","884.4","-0.4"
"336.6","30.5","884.3","-1.4"
"325.2","31.2","884.1","-1.8"
"325.1","30.7","884","-1.8"
"325.1","29.6","883.9","-1.5"
"308.3","31.5","883.7","-2.2"
"313.1","32.1","883.6","-2.5"
"316.9","31.5","883.5","-2.3"
"321.8","32","883.4","-2.4"
"323","32.5","883.3","-2.6"
"312.4","33.2","883.3","-2.9"
"293.9","34.8","883.2","-3.2"
"267","38.9","883","-3.7"
"298.7","39.7","882.9","-3.3"
"309.9","39.1","882.8","-3.2"
"330.7","41.1","882.6","-2.6"
"329.4","42.5","882.6","-2.7"
"326.9","44.3","882.5","-2.9"
"331.1","47.6","882.3","-3.3"
"320.7","48.2","882.6","-3.5"
"316.5","47.8","883","-3.4"
"316.4","47.4","884.2","-3"
"320.5","48.4","886.1","-3.2"
"313.9","50.6","888.6","-3.7"
"312.9","50.2","891.6","-3.4"
"302.9","48.2","894.5","-2.9"
"295.3","46.7","896.6","-2.2"
"300.6","46.2","897.8","-1.8"
"293.9","45.2","899.8","-1.4"
"302.1","45.5","900.2","-1.4"
"293.7","44.6","903.7","-1"
"300.7","43.6","910.3","-0.7"
"297.1","41.8","918.3","-0.4"
"284.8","40.1","924.3","-0.1"
"298.3","38.7","920.3","0.1"
"302.8","38.2","932.6","0.6"
"308.2","37.8","932.3","0.7"
"314.7","36.4","933.4","1.1"
"305.3","37.2","932.3","1.1"
"304.8","36.7","932.9","1.5"
"293","35.9","932.3","1.8"
"301.5","34.9","933","2.4"
"290.1","34.5","900.8","2.5"
"272.4","34.7","901.3","2.8"
"267.5","33.4","932.1","3.8"
"268.1","32.3","930.5","4.1"
"277.1","31.5","931.3","4.2"
"268.7","30.1","930.5","4.2"
"302.1","30.8","905","3.9"
"267.3","30.4","931.6","4.4"
"289.2","29.4","929.8","4.7"
"282.4","29.2","899.4","4.8"
"312.9","31.1","893.8","4.3"
"332.3","32.3","892.8","3.6"
"320.1","31.3","892.7","4"
"330.3","33.2","892.9","2.9"
"325.5","33.6","895","2.5"
"313.7","33.5","894.7","2.8"
"306.7","33.7","891.3","2.6"
"305.4","33.8","890","2.4"
"306.1","33.6","889.4","2.3"
"312.5","33.6","889.1","2.3"
"310.6","34.2","888.8","1.9"
"311.5","34.3","888.6","1.8"
"312.1","34.4","888.3","1.8"
"306.5","34.7","888.1","1.7"
"306.3","34.9","887.9","1.6"
"295.5","35.4","887.7","1.4"
"274","37.5","887.5","0.9"
"277.3","38.8","887.4","0.8"
"287.3","39","887.1","0.9"
"282.5","40.4","887","0.5"
"276","40.5","886.7","-0.1"
"278.5","40","886.6","-0.2"
"276","35.8","886.4","0"
"264.7","37.5","886.2","-0.4"
"281.5","39.2","886","-0.6"
"277.3","40.3","885.8","-0.7"
"283","40.8","885.6","-0.7"
"282.8","41.7","885.5","-0.8"
"291.1","41.3","885.3","-0.7"
"288.8","41.4","885.1","-0.8"
"291.7","41.9","884.9","-1"
"290.9","43.1","884.8","-1.3"
"292.4","42.6","884.6","-1"
"291.1","41.9","884.4","-1"
"291.9","42","884.3","-1.1"
"297.7","41.3","884.1","-1"
"299","41.8","884","-1.3"
"299.6","41.6","883.9","-1.3"
"289.3","41.4","883.7","-1.2"
"284.8","41.2","883.6","-0.8"
"293","41.6","883.4","-1"
"292.3","43.5","883.3","-1.2"
"292.8","44.8","883.3","-1.4"
"291.9","44.3","883.2","-1.2"
"294.8","46.4","883","-1.5"
"294.2","47.9","883","-1.8"
"299.4","49.2","882.9","-1.9"
"294.6","48.2","882.8","-1.8"
"297.3","45.9","882.7","-1.5"
"297.3","47.9","882.6","-1.8"
"299.6","47.9","882.5","-1.6"
"297.6","49.1","882.5","-1.7"
"296.2","51.1","882.4","-2"
"298.5","52.6","882.3","-2"
"296.9","54.8","882.2","-2.5"
"296","55.3","882.2","-2.5"
"298.8","54.2","882.1","-2.4"
"300.1","54.3","882.1","-2.2"
"296.3","53.9","881.9","-2.1"
"302.3","53.5","881.9","-2.1"
"298.5","54","881.8","-2.3"
"294.7","51.7","881.8","-1.7"
"301.9","54","881.7","-2.3"
"302.4","55.6","881.8","-2.5"
"304.5","54.2","882.1","-2.3"
"305.4","54.2","882.9","-2.1"
"308","53.5","884","-1.9"
"302.4","53.3","886.2","-1.8"
"300","52.4","888.5","-1.5"
"292","51.3","891.4","-1.1"
"288.7","50.5","894.1","-0.5"
"299.7","48.8","897","-0.1"
"302","47.3","899.3","0.2"
"288.6","44.4","901.4","0.9"
"291.5","40.9","904.1","1.7"
"287","36.5","909.7","2.1"
"292.8","34.5","932.3","2.5"
"297.7","33.9","919.1","2.8"
"288.3","33.8","918.6","2.8"
"296.3","30.6","918.3","3"
"294.7","31.3","919.4","3.1"
"287.1","30.5","917.8","3.6"
"279.3","31.8","918.4","3.8"
"281.1","32.3","918","3.7"
"297","30.6","916.2","4.3"
"292.8","30","918.1","4.9"
"303.7","27.9","916.2","4.7"
"303.7","28.1","917.1","5.3"
"277.9","28.3","917.4","5.4"
"294.9","27.5","917.2","5.5"
"299.9","26.9","917.4","5.4"
"288.9","27.2","917","5.4"
"290.4","26.5","915.8","5.6"
"282.6","26.2","916.8","5.6"
"276.9","26.3","918.4","5.5"
"280.8","25.4","917.4","5.8"
"286.1","25.4","917.9","5.7"
"282.1","25.2","916.1","5.8"
"285.1","26","916.5","5.4"
"297.1","25.6","917.2","5.5"
"283","25.8","901.1","5.2"
"294","26.3","896.7","5"
"283.5","26.6","893.6","4.7"
"294","27.3","891.7","4.3"
"301.5","28.2","890.7","4.1"
"305.6","29.2","890.2","3.7"
"306.6","30.2","889.8","3.7"
"303.4","31","889.5","3.5"
"313.2","30.1","889.3","3.3"
"305.4","30.6","889","3.1"
"295.7","31.6","888.7","3.5"
"290","32","888.6","3.3"
"295.2","32.9","888.3","2.9"
"282.2","33","888.2","3.1"
"295.4","33.4","888","2.8"
"285.3","34.3","887.8","3"
"289.7","35.2","887.6","2.7"
"279.2","34.2","887.5","3"
"265.8","34.8","887.4","2.8"
"278.3","36.1","887.2","2.3"
"295.2","35.7","887","2.1"
"299.4","33.7","886.9","2.4"
"304.5","32.7","886.7","2.3"
"295.4","33.8","886.6","1.9"
"277.5","34.9","886.5","1.6"
"279.2","37.2","886.4","1.1"
"285.6","39.3","886.3","0.8"
"294.6","39.3","886","0.7"
"283","38.2","886","0.9"
"276.6","39.9","885.8","0.7"
"290.7","40.9","885.6","0.1"
"291.3","39.7","885.5","0.1"
"287.2","40.1","885.3","0"
"282.5","42.8","885.2","0.1"
"298","44.8","885","-0.6"
"281.3","43.8","884.8","-0.4"
"308.2","40.2","884.7","-0.1"
"317.6","39.8","884.6","-0.2"
"307.9","38.9","884.4","-0.2"
"292.1","40.1","884.2","-0.6"
"250.7","42.8","884.1","-1"
"262.7","42.6","883.8","-1.2"
"260.2","43.2","883.7","-1.4"
"260.5","43.8","883.5","-1.5"
"280.1","44.5","883.3","-1.8"
"251.5","44.8","883.2","-2.2"
"284.8","40.5","883","-1.3"
"296","40.5","882.9","-1.6"
"293.2","40.4","882.7","-1.6"
"279.9","39","882.6","-1.2"
"307.3","40.9","882.5","-1.8"
"303.8","40.4","882.4","-1.6"
"309.4","40.8","882.3","-1.8"
"308.4","40.6","882.2","-1.8"
"303.9","41","882.2","-2"
"305.5","42","882.1","-2.3"
"297.6","42.4","881.9","-2.2"
"292.2","41.9","881.9","-2"
"285.5","42.5","881.6","-2"
"281.5","43.5","881.8","-2.2"
"286","44.8","882.1","-2.6"
"291.3","46.2","882.8","-2.9"
"293.1","46.8","884","-2.9"
"295","46.7","885.9","-2.8"
"303.5","44.7","888.5","-2.7"
"300","41.6","892.2","-2.6"
"300.3","39.8","895.5","-2.7"
"301.7","38.2","899.1","-2.5"
"298.7","37","902.6","-2.5"
"302.3","35.1","906.6","-2.3"
"299.1","33.1","914.9","-2.2"
"292","31.8","935.9","-2.4"
"284.3","30.9","934.7","-2.2"
"286.4","31","934.5","-2.3"
"293.7","31.6","936","-2.2"
"289.7","31.2","934.7","-1.5"
"289.7","30.9","935.3","-2"
"295.2","28.9","932.6","-1.8"
"292.5","27.4","934","-1.9"
"299.7","26.8","932.9","-1.5"
"299.5","25.6","933.3","-1.1"
"298.9","24.9","931","-0.6"
"306.1","24.7","935.4","-1"
"300.1","24","923","-0.8"
"303.3","26.6","932.7","-0.6"
"305.4","26","932.5","-0.4"
"300.8","26.5","921.5","-0.8"
"298.7","24.6","920.1","-0.3"
"299.5","24.9","921.2","-0.2"
"290.3","24.7","921","-0.3"
"299.5","25","920.4","-0.4"
"299.7","23.4","921.2","-0.2"
"294.7","23.4","920.1","-0.2"
"298.6","22.7","921.1","-0.3"
"300.8","22.5","919.9","-0.7"
"303.9","22.5","919","-0.3"
"297.4","22.4","921.9","-0.5"
"307.5","22.2","921.1","-0.6"
"307.4","22.1","900.9","-0.8"
"302.9","21.9","893.7","-1.1"
"302.3","22.1","890.8","-1.3"
"309.5","22","890","-1.4"
"302.9","22.2","889.6","-1.6"
"306.9","22.1","889.2","-1.9"
"312.8","22.2","888.8","-2.1"
"311.8","22.3","888.5","-2.2"
"313.5","22.5","888.2","-2.4"
"311.9","22.9","888","-2.6"
"298","23.2","887.7","-2.7"
"304.6","23.4","887.5","-2.5"
"298.9","23.6","887.3","-2.3"
"305.9","24.2","887.1","-2.6"
"302.9","23.4","887","-1.8"
"304.8","23.1","886.8","-1.6"
"299.3","23.3","886.7","-1.9"
"297.3","23.6","886.6","-2"
"301.5","23.5","886.6","-2"
"298.4","23.8","886.3","-2.1"
"296.7","24.1","886.2","-2.2"
"297.1","24.7","886","-2.4"
"301.3","24.5","885.9","-2.3"
"303.6","24.9","885.8","-2.5"
"302.9","25.3","885.6","-2.6"
"299.4","26","885.5","-2.9"
"306.5","26.1","885.3","-2.8"
"300.4","26.6","885.1","-3"
"300.8","27.1","884.9","-3"
"297.9","27.5","884.7","-3.1"
"296.2","28","884.5","-3.1"
"296","28.2","884.4","-3.1"
"298.2","28","884.2","-3"
"302.2","28.3","884","-3.1"
"300.4","28.7","883.8","-3.3"
"300.8","29.3","883.6","-3.5"
"306.2","29.8","883.3","-3.6"
"305.5","30.3","883.2","-3.8"
"302.7","30.6","883","-3.9"
"306.3","30.5","882.7","-3.9"
"306.4","31.1","882.5","-4.1"
"302.9","31.1","882.3","-4.2"
"299.8","31.9","882.1","-4.6"
"299","32.9","882","-5"
"295","32.5","881.7","-4.8"
"285.5","32.4","881.6","-4.6"
"283.1","34.2","881.5","-5.2"
"286.1","34.8","881.3","-5.1"
"290.7","35.4","881.2","-5.4"
"293.3","35.2","881.1","-5.2"
"292.5","35.5","881.1","-5.3"
"291.7","36.7","880.9","-5.5"
"295.7","37.5","880.8","-5.8"
"299.5","37.2","880.7","-5.6"
"300.5","37","880.6","-5.4"
"298.6","38.3","880.5","-5.7"
"298.2","37.4","880.4","-5.4"
"298.8","36","881","-4.8"
"286.2","38","882.1","-5.4"
"290.5","37.7","884.1","-5.2"
"291.9","38.1","886.8","-5.2"
"296","37.9","890.7","-5"
"300.6","37.3","895","-4.8"
"298.8","36.5","899.1","-4.5"
"296.3","36","901.5","-4.3"
"297.4","35.7","906.1","-4.1"
"302.9","34.6","911.7","-3.7"
"304.7","34.4","933.9","-3.5"
"296.2","33.8","937.1","-3.1"
"298.4","32.8","929.7","-2.5"
"298","32.1","921.6","-2.1"
"299.5","31.1","921.4","-2"
"295.5","31.2","922","-2.1"
"293.6","29.7","920.3","-1.7"
"289.9","28.6","924.4","-1.6"
"291.6","28.2","919.7","-1.3"
"298.4","27.7","935","-1"
"295.7","27.4","931.2","-1"
"301.2","26.8","932.5","-0.5"
"303.3","25","933","-0.1"
"288.6","24.2","919.3","0.2"
"291.5","23.5","918.6","0.2"
"292.7","23.2","922.2","0.3"
"288","22.6","934.4","0.5"
"302.9","22.7","926.6","0.5"
"299.3","22.5","933.1","0.7"
"300.5","22.3","933.6","1.1"
"296.2","21.9","919","0.9"
"302.6","21.6","920.1","1.3"
"300.2","21.5","920.4","1.6"
"297","20","917.4","1.7"
"288.3","19.1","919.9","1.9"
"293.5","19.1","918.4","1.7"
"301","19.3","919.3","1.5"
"291.5","19","919","1.3"
"303.4","19.3","918.3","1.4"
"295.8","19.5","916.2","1.3"
"304.2","19","896.2","1"
"305.2","19.9","892","0.5"
"300.6","21.2","890.9","0.1"
"300","22.1","890.4","-0.2"
"307.9","22.2","890","-0.2"
"304.8","22.8","889.7","-0.4"
"308.3","23.2","889.3","-0.5"
